22-Jan-19 10:31:06 - [1] Loading data...
22-Jan-19 10:31:06 - [2] Dataset loading of ./test/dataset_test.ds...
22-Jan-19 10:31:06 - [2] Dataset loading: Done !
22-Jan-19 10:31:06 -      Dataset size: 75599 elements.
22-Jan-19 10:31:06 - [3] Dataset augmentation...
22-Jan-19 10:31:15 - Total Vocab: 78
22-Jan-19 10:31:15 - [' ', '%', '&', "'", '(', ')', '*', '+', ',', '-', '.', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '<EOS>', '<GO>', '<PAD>', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U', 'V', 'W', 'X', 'Y', 'Z', '_', 'a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'm', 'n', 'o', 'p', 'q', 'r', 's', 't', 'u', 'v', 'w', 'x', 'y', 'z', '°']
22-Jan-19 10:31:15 - [3] Dataset augmentation: Done !
22-Jan-19 10:31:15 -      Dataset augmentated of : 130%.
22-Jan-19 10:31:15 - [4] Dataset formating...
22-Jan-19 10:31:16 - [4] Dataset formating: Done !
22-Jan-19 10:31:16 - [5] Dataset splitting...
22-Jan-19 10:31:16 - [5] Dataset splitting: Done !
22-Jan-19 10:31:16 - New Dataset Loaded !
22-Jan-19 10:31:16 - [1] Loading: Done !
22-Jan-19 10:31:21 - Training Model: kp=0.75,nl=2
22-Jan-19 10:32:08 - Epoch   1 Batch  100/100 - Loss:  0.714, Seconds: 47.23, Accuracy: 18.63%
22-Jan-19 10:32:55 - Epoch   1 Batch  200/100 - Loss:  0.356, Seconds: 46.61, Accuracy: 40.03%
22-Jan-19 10:33:41 - Epoch   1 Batch  300/100 - Loss:  0.105, Seconds: 46.00, Accuracy: 64.47%
22-Jan-19 10:34:28 - Epoch   1 Batch  400/100 - Loss:  0.083, Seconds: 47.19, Accuracy: 79.62%
22-Jan-19 10:35:15 - Epoch   1 Batch  500/100 - Loss:  0.039, Seconds: 46.44, Accuracy: 86.78%
22-Jan-19 10:36:02 - Epoch   1 Batch  600/100 - Loss:  0.051, Seconds: 47.33, Accuracy: 91.16%
22-Jan-19 10:36:50 - Epoch   1 Batch  700/100 - Loss:  0.025, Seconds: 47.35, Accuracy: 92.50%
22-Jan-19 10:37:37 - Epoch   1 Batch  800/100 - Loss:  0.019, Seconds: 47.12, Accuracy: 94.53%
22-Jan-19 10:38:24 - Epoch   1 Batch  900/100 - Loss:  0.017, Seconds: 46.71, Accuracy: 95.12%
22-Jan-19 10:39:12 - Epoch   1 Batch 1000/100 - Loss:  0.011, Seconds: 47.38, Accuracy: 95.69%
22-Jan-19 10:39:59 - Epoch   1 Batch 1100/100 - Loss:  0.013, Seconds: 46.78, Accuracy: 95.84%
22-Jan-19 10:40:47 - Epoch   1 Batch 1200/100 - Loss:  0.016, Seconds: 47.65, Accuracy: 96.47%
22-Jan-19 10:41:34 - Epoch   1 Batch 1300/100 - Loss:  0.017, Seconds: 47.28, Accuracy: 97.12%
22-Jan-19 10:42:21 - Epoch   1 Batch 1400/100 - Loss:  0.009, Seconds: 47.45, Accuracy: 97.53%
22-Jan-19 10:43:09 - Epoch   1 Batch 1500/100 - Loss:  0.013, Seconds: 47.21, Accuracy: 97.38%
22-Jan-19 10:43:56 - Epoch   1 Batch 1600/100 - Loss:  0.019, Seconds: 47.10, Accuracy: 97.28%
22-Jan-19 10:44:43 - Epoch   1 Batch 1700/100 - Loss:  0.009, Seconds: 47.24, Accuracy: 97.31%
22-Jan-19 10:45:30 - Epoch   1 Batch 1800/100 - Loss:  0.012, Seconds: 46.27, Accuracy: 97.69%
22-Jan-19 10:46:17 - Epoch   1 Batch 1900/100 - Loss:  0.011, Seconds: 46.88, Accuracy: 98.06%
22-Jan-19 10:47:04 - Epoch   1 Batch 2000/100 - Loss:  0.004, Seconds: 46.92, Accuracy: 97.66%
22-Jan-19 10:47:50 - Epoch   1 Batch 2100/100 - Loss:  0.007, Seconds: 46.39, Accuracy: 97.72%
22-Jan-19 10:48:37 - Epoch   1 Batch 2200/100 - Loss:  0.021, Seconds: 46.67, Accuracy: 97.88%
22-Jan-19 10:49:25 - Epoch   1 Batch 2300/100 - Loss:  0.005, Seconds: 47.49, Accuracy: 97.88%
22-Jan-19 10:50:11 - Epoch   1 Batch 2400/100 - Loss:  0.009, Seconds: 46.86, Accuracy: 98.03%
22-Jan-19 10:50:59 - Epoch   1 Batch 2500/100 - Loss:  0.010, Seconds: 46.93, Accuracy: 97.94%
22-Jan-19 10:51:46 - Epoch   1 Batch 2600/100 - Loss:  0.008, Seconds: 46.98, Accuracy: 97.72%
22-Jan-19 10:52:33 - Epoch   1 Batch 2700/100 - Loss:  0.012, Seconds: 46.70, Accuracy: 97.12%
22-Jan-19 10:53:19 - Epoch   1 Batch 2800/100 - Loss:  0.005, Seconds: 46.83, Accuracy: 98.78%
22-Jan-19 10:54:06 - Epoch   1 Batch 2900/100 - Loss:  0.007, Seconds: 46.95, Accuracy: 97.78%
22-Jan-19 10:54:54 - Epoch   1 Batch 3000/100 - Loss:  0.007, Seconds: 47.09, Accuracy: 98.25%
22-Jan-19 10:55:41 - Epoch   1 Batch 3100/100 - Loss:  0.010, Seconds: 46.69, Accuracy: 98.22%
22-Jan-19 10:56:28 - Epoch   1 Batch 3200/100 - Loss:  0.006, Seconds: 46.85, Accuracy: 98.50%
22-Jan-19 10:57:14 - Epoch   1 Batch 3300/100 - Loss:  0.007, Seconds: 46.34, Accuracy: 98.38%
22-Jan-19 10:58:01 - Epoch   1 Batch 3400/100 - Loss:  0.011, Seconds: 46.99, Accuracy: 98.34%
22-Jan-19 10:58:49 - Epoch   1 Batch 3500/100 - Loss:  0.009, Seconds: 47.12, Accuracy: 98.19%
22-Jan-19 10:59:35 - Epoch   1 Batch 3600/100 - Loss:  0.009, Seconds: 46.40, Accuracy: 98.44%
22-Jan-19 11:00:22 - Epoch   1 Batch 3700/100 - Loss:  0.009, Seconds: 47.39, Accuracy: 98.66%
22-Jan-19 11:01:09 - Epoch   1 Batch 3800/100 - Loss:  0.001, Seconds: 46.89, Accuracy: 98.06%
22-Jan-19 11:01:56 - Epoch   1 Batch 3900/100 - Loss:  0.017, Seconds: 46.87, Accuracy: 98.75%
